plot,trt,pct_t,mos,rate_T,X,harv_date,days,pct_start,pct..from.R.,RANDBETWEEN.94108.105892..100000,col_D.JxK.
204,O,49.67952,10.71064822,0.033339448,NA,8-Aug-22,326,71,48.5,1.00277,48.634345
404,O,36.506447,19.94283274,0.03335489,NA,15-May-23,607,71,34.9,0.94399,32.945251
204,O,33.275116,22.70263167,0.033382475,NA,8-Aug-23,691,71,31.6,0.96564,30.514224
204,O,36.384995,19.94283274,0.033521989,NA,15-May-23,607,71,34.9,1.01678,35.485622
304,O,33.144292,22.70263167,0.033555994,NA,8-Aug-23,691,71,31.6,1.03612,32.741392
304,O,49.361845,10.71064822,0.033938387,NA,8-Aug-22,326,71,48.5,1.01417,49.187245
204,O,35.859401,19.94283274,0.034251609,NA,15-May-23,607,71,34.9,0.98898,34.515402
104,O,23.606892,31.93481618,0.034480899,NA,15-May-24,972,71,22.8,1.03888,23.686464
304,O,23.366352,31.93481618,0.034801604,NA,15-May-24,972,71,22.8,0.99392,22.661376
304,O,53.74075,7.950849295,0.035028751,NA,15-May-22,242,71,53.5,0.9975,53.36625
404,O,32.017436,22.70263167,0.0350796,NA,8-Aug-23,691,71,31.6,0.95426,30.154616
104,O,35.163495,19.94283274,0.035234283,NA,15-May-23,607,71,34.9,1.0328,36.04472
304,O,53.62091,7.950849295,0.035309533,NA,15-May-22,242,71,53.5,0.98133,52.501155
204,O,48.615915,10.71064822,0.035360038,NA,8-Aug-22,326,71,48.5,1.00526,48.75511
304,O,22.905336,31.93481618,0.035425599,NA,15-May-24,972,71,22.8,0.99111,22.597308
404,O,31.73114,22.70263167,0.035475242,NA,8-Aug-23,691,71,31.6,1.0575,33.417
304,O,31.730192,22.70263167,0.035476558,NA,8-Aug-23,691,71,31.6,0.98915,31.25714
204,O,31.5526,22.70263167,0.035723783,NA,8-Aug-23,691,71,31.6,0.96404,30.463664
104,O,31.408188,22.70263167,0.035925846,NA,8-Aug-23,691,71,31.6,1.05806,33.434696
104,O,22.509528,31.93481618,0.035971436,NA,15-May-24,972,71,22.8,1.03374,23.569272
204,O,22.362468,31.93481618,0.036176687,NA,15-May-24,972,71,22.8,1.03706,23.644968
304,O,34.341949,19.94283274,0.036419714,NA,15-May-23,607,71,34.9,1.02374,35.728526
404,O,34.326593,19.94283274,0.036442141,NA,15-May-23,607,71,34.9,0.97014,33.857886
204,O,21.854484,31.93481618,0.036896212,NA,15-May-24,972,71,22.8,0.99181,22.613268
404,O,21.820284,31.93481618,0.036945254,NA,15-May-24,972,71,22.8,1.0394,23.69832
104,O,47.7434,10.71064822,0.037050889,NA,8-Aug-22,326,71,48.5,0.96068,46.59298
104,O,30.51296,22.70263167,0.03719958,NA,8-Aug-23,691,71,31.6,0.94686,29.920776
404,O,21.479196,31.93481618,0.037438607,NA,15-May-24,972,71,22.8,1.03791,23.664348
104,O,33.485503,19.94283274,0.037686084,NA,15-May-23,607,71,34.9,0.95948,33.485852
104,O,52.613505,7.950849295,0.037694972,NA,15-May-22,242,71,53.5,0.94904,50.77364
304,O,33.38185,19.94283274,0.037841542,NA,15-May-23,607,71,34.9,1.02215,35.673035
104,O,52.35938,7.950849295,0.03830393,NA,15-May-22,242,71,53.5,0.98085,52.475475
104,O,46.829175,10.71064822,0.038856049,NA,8-Aug-22,326,71,48.5,1.01213,49.088305
304,O,46.236505,10.71064822,0.040045218,NA,8-Aug-22,326,71,48.5,1.00104,48.55044
404,O,46.072575,10.71064822,0.040376829,NA,8-Aug-22,326,71,48.5,1.03712,50.30032
204,O,51.12567,7.950849295,0.041302903,NA,15-May-22,242,71,53.5,1.05865,56.637775
